gid,raw,nowcast,lagged,dropnear
60006,0.8401867151260376,0.914230465888977,0.8515658378601074,0.9133410453796387
60010,0.8713697791099548,0.9242647886276245,0.8779736161231995,0.9148597717285156
61002,0.8719828724861145,0.913632333278656,0.8750824928283691,0.8774938583374023
62001,0.8991459608078003,0.9154765009880066,0.9041856527328491,0.9239054322242737
63001,0.8451834321022034,0.9132151007652283,0.8502447605133057,0.8940637111663818
64002,0.7503530979156494,0.8208405375480652,0.7625190019607544,0.8045607805252075
65001,0.8090202808380127,0.9277719259262085,0.817348062992096,0.9203656315803528
65005,0.7745087146759033,0.8748360276222229,0.7730658650398254,0.8522051572799683
65008,0.7160475254058838,0.8683071136474609,0.7182027101516724,0.8487883806228638
66001,0.890921950340271,0.9036340117454529,0.9015235304832458,0.8861974477767944
66004,0.6576253175735474,0.712530255317688,0.6807965636253357,0.6969322562217712
66011,0.8275064826011658,0.9322983026504517,0.8319305777549744,0.9107832312583923
67001,0.9025233387947083,0.9136507511138916,0.9110949039459229,0.9022200703620911
67006,0.879066526889801,0.9019840359687805,0.879805862903595,0.8976938128471375
67008,0.851668119430542,0.8701805472373962,0.8419164419174194,0.8502593636512756
